"uhgv_genome","uhgv_votu","genome_length","is_jumbo_phage","gc_percent","cds_count","cds_density","avg_cds_length","cds_strand_switch_rate","genetic_code","is_recoded","trna_count_total","trna_count_suppressor","checkv_quality","checkv_completeness","checkv_completeness_method","checkv_trimmed","viral_confidence","genomad_virus_score","genomad_virus_hallmarks","genomad_plasmid_hallmarks","viralverify_prediction","viralverify_score","checkv_viral_markers","checkv_host_markers","uhgv_taxonomy","ictv_taxonomy","ictv_taxonomy_method","ictv_taxonomy_evidence","realm_name","kingdom_name","phylum_name","class_name","order_name","family_name","subfamily_name","genus_name","taxon_alias","crispr_host_lineage_gtdb_r207","crispr_total_connections","crispr_host_agreement","kmers_host_lineage_gtdb_r207","kmers_total_connections","kmers_host_agreement","host_lineage_gtdb_r207","host_prediction_method","crispr_host_range_genus_entropy","kmers_host_range_genus_entropy","crispr_host_range_red","kmers_host_range_red","bacphlip_temperate_score","bacphlip_virulent_score","has_integrase","lifestyle","lifestyle_evidence","dgr_present","anticrispr_num_genes","abricate_num_genes","http_url","MappedOnlyUHGV"
"UHGV-1945158","vOTU-112481",33525,"No",47.14,33,96.55,980.909,0,11,"No",0,0,"Medium-quality","80.7","AAI-based","No","Confident",0.9688,3,0,"Virus","12.69",2,0,"vFAM-00028;vSUBFAM-00344;vOTU-112481","root;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes","geNomad-markers","gene-hits=23; agreement=1","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","NULL","NULL","NULL","NULL","Caudovirales","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides","22","77.27","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis","1430","85.94","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis","PHIST","0.75193","0.108597","0.024088","0.0",0.025,0.975,"No","lytic","BACPHLIP","No",0,0,"https://portal.nersc.gov/UHGV/votu_reps/UHGV-194/UHGV-1945158",FALSE
"UHGV-2044920","vOTU-062980",44475,"No",44.57,39,93.79,1069.62,21.05,11,"No",1,0,"High-quality","99.9","AAI-based","No","Uncertain",0.9419,3,0,"Uncertain - plasmid or chromosomal","-5.18",1,6,"vFAM-00028;vSUBFAM-00344;vGENUS-00375;vSUBGEN-31081;vOTU-062980","root;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes","geNomad-markers","gene-hits=18; agreement=1","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","NULL","NULL","NULL","NULL","Caudovirales","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis","29","79.31","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis","2539","95.16","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis","PHIST","0.478753","0.167207","NULL","NULL",0.9875,0.0125,"No","temperate","BACPHLIP","No",0,0,"https://portal.nersc.gov/UHGV/votu_reps/UHGV-204/UHGV-2044920",FALSE
"UHGV-0048239","vOTU-063346",36896,"No",32.82,68,89.24,484.191,11.94,11,"No",1,0,"High-quality","99.6","AAI-based","No","Confident",0.9521,12,0,"Virus","57.59",16,2,"vFAM-00006;vSUBFAM-00580;vGENUS-01857;vSUBGEN-31099;vOTU-063346","root;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes","geNomad-markers","gene-hits=33; agreement=1","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","NULL","NULL","NULL","NULL","Caudovirales","d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Coprobacillaceae;g__Erysipelatoclostridium;s__Erysipelatoclostridium ramosum","398","100","d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Coprobacillaceae;g__Erysipelatoclostridium;s__Erysipelatoclostridium ramosum","77","97.4","d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Coprobacillaceae;g__Erysipelatoclostridium;s__Erysipelatoclostridium ramosum","CRISPR","0.0","0.13846","0.0","0.0",1,0,"Yes","temperate","integrase","No",0,0,"https://portal.nersc.gov/UHGV/votu_reps/UHGV-004/UHGV-0048239",FALSE
"UHGV-0206454","vOTU-048064",60691,"No",39.58,71,91.79,784.606,5.71,11,"No",0,0,"Complete","100","DTR","No","Confident",0.956,12,0,"Virus","25.07",25,5,"vFAM-00001;vSUBFAM-00011;vGENUS-04272;vSUBGEN-04567;vOTU-048064","root;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes","top-genome-hit","accession=MG029511; proteomic-score=0.073; lca-rank=family","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","NULL","NULL","NULL","NULL","Caudovirales","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Faecalimonas;s__Faecalimonas umbilicata","2","100","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae","162","98.15","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae","PHIST","0.0","2.43663","0.0","0.134706",0.875,0.125,"Yes","temperate","integrase","No",2,0,"https://portal.nersc.gov/UHGV/votu_reps/UHGV-020/UHGV-0206454",FALSE
"UHGV-2173259","vOTU-087930",13081,"No",45.45,21,85.29,531.286,20,11,"No",0,0,"Not-determined","NULL","NULL","No","Uncertain",0.879,1,0,"Uncertain - viral or bacterial","0.71",0,1,"vFAM-00111;vSUBFAM-00351;vOTU-087930","root;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes","geNomad-markers","gene-hits=6; agreement=1","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","NULL","NULL","NULL","NULL","Caudovirales","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Barnesiellaceae;g__Barnesiella;s__Barnesiella intestinihominis","2","100","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae","735","81.9","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae","PHIST","0.0","1.35411","NULL","NULL",0.188122,0.811878,"No","lytic","BACPHLIP","No",0,0,"https://portal.nersc.gov/UHGV/votu_reps/UHGV-217/UHGV-2173259",TRUE
"UHGV-1939803","vOTU-018415",13033,"No",34.58,15,91.25,792.8,9.09,11,"No",0,0,"Low-quality","27.76","AAI-based","Yes","Confident",0.9141,5,0,"Virus","22.56",9,4,"vFAM-00001;vOTU-018415","root;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes","top-genome-hit","accession=KC595518; proteomic-score=0.104; lca-rank=family","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","NULL","NULL","NULL","NULL","Caudovirales","NULL","NULL","NULL","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Monoglobales;f__Monoglobaceae;g__Monoglobus;s__Monoglobus pectinilyticus","82","97.56","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Monoglobales;f__Monoglobaceae;g__Monoglobus;s__Monoglobus pectinilyticus","PHIST","NULL","0.131571","NULL","NULL",0.188122,0.811878,"No","lytic","BACPHLIP","No",0,0,"https://portal.nersc.gov/UHGV/votu_reps/UHGV-193/UHGV-1939803",FALSE
"UHGV-2126883","vOTU-121359",39836,"No",42.75,35,89.03,1013.31,20.59,11,"No",0,0,"Medium-quality","62.49","AAI-based","No","Uncertain",0.9574,2,0,"Uncertain - plasmid or chromosomal","0.81",3,6,"vFAM-00009;vSUBFAM-00023;vOTU-121359","root;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes","geNomad-markers","gene-hits=11; agreement=1","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","NULL","NULL","NULL","NULL","Caudovirales","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis","7","85.71","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis","1072","89.83","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis","PHIST","0.410116","0.204808","NULL","NULL",0.9875,0.0125,"No","temperate","BACPHLIP","No",0,0,"https://portal.nersc.gov/UHGV/votu_reps/UHGV-212/UHGV-2126883",FALSE
"UHGV-1385784","vOTU-086530",49538,"No",50.93,44,87.13,981,11.63,11,"No",0,0,"High-quality","99.9","AAI-based","No","Confident",0.9705,12,0,"Uncertain - viral or bacterial","4.88",5,4,"vFAM-00066;vSUBFAM-00132;vGENUS-00954;vSUBGEN-31334;vOTU-086530","root;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes","geNomad-markers","gene-hits=34; agreement=1","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","NULL","NULL","NULL","NULL","Caudovirales","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae","74","91.89","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae","1166","92.71","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae","PHIST","0.914843","1.05677","0.08874","0.067527",1,0,"No","temperate","BACPHLIP","No",0,0,"https://portal.nersc.gov/UHGV/votu_reps/UHGV-138/UHGV-1385784",FALSE
"UHGV-1356168","vOTU-054634",33250,"No",43.25,57,89.95,524.737,3.57,11,"No",0,0,"Complete","100","DTR","No","Confident",0.9765,16,0,"Virus","61.94",23,0,"vFAM-00022;vSUBFAM-06640;vGENUS-17051;vSUBGEN-31353;vOTU-054634","root;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes","top-genome-hit","accession=LN681538; proteomic-score=0.076; lca-rank=family","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","NULL","NULL","NULL","NULL","Caudovirales","d__Bacteria;p__Firmicutes_A;c__Clostridia","3","100","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__Emergencia;s__Emergencia sp904420065","2","100","d__Bacteria;p__Firmicutes_A;c__Clostridia","CRISPR","0.636514","0.0","0.275626","0.0",0.975,0.025,"Yes","temperate","integrase","No",0,0,"https://portal.nersc.gov/UHGV/votu_reps/UHGV-135/UHGV-1356168",FALSE
"UHGV-0405456","vOTU-004271",6492,"No",40.45,9,90.16,650.333,0,11,"No",0,0,"Complete","100","DTR","No","Confident",0.983,1,0,"Virus","11.86",3,0,"vFAM-00030;vSUBFAM-00119;vGENUS-00056;vSUBGEN-00035;vOTU-004271","root;Monodnaviria;Sangervirae;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae","geNomad-markers","gene-hits=7; agreement=1","Monodnaviria","Sangervirae","Phixviricota","Malgrandaviricetes","Petitvirales","Microviridae","NULL","NULL","Microviridae","d__Bacteria;p__Firmicutes_A","13","53.85","NULL","NULL","NULL","d__Bacteria;p__Firmicutes_A","CRISPR","0.690186","NULL","0.009527","NULL",0.188122,0.811878,"No","lytic","BACPHLIP","No",0,0,"https://portal.nersc.gov/UHGV/votu_reps/UHGV-040/UHGV-0405456",TRUE
"UHGV-1982426","vOTU-090402",12658,"No",53.67,22,73.45,422.591,23.81,11,"No",1,0,"Medium-quality","52.43","AAI-based","No","Uncertain",0.7987,1,0,"Uncertain - viral or bacterial","6.43",3,1,"vFAM-00090;vOTU-090402","root;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes","geNomad-markers","gene-hits=5; agreement=1","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","NULL","NULL","NULL","NULL","Caudovirales","NULL","NULL","NULL","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Flavonifractor;s__Flavonifractor plautii","215","98.6","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Flavonifractor;s__Flavonifractor plautii","PHIST","NULL","0.0887948","NULL","NULL",1,0,"No","temperate","BACPHLIP","No",0,0,"https://portal.nersc.gov/UHGV/votu_reps/UHGV-198/UHGV-1982426",TRUE
"UHGV-1317192","vOTU-002692",2161,"No",49.01,3,86.21,621,100,11,"No",0,0,"Complete","100","DTR","No","Confident",0.9552,1,0,"Virus","7.24",2,0,"vFAM-00122;vSUBFAM-01004;vGENUS-04166;vSUBGEN-02303;vOTU-002692","root;Monodnaviria;Shotokuvirae;Cressdnaviricota;Repensiviricetes;Geplafuvirales;Genomoviridae","geNomad-markers","gene-hits=2; agreement=1","Monodnaviria","Shotokuvirae","Cressdnaviricota","Repensiviricetes","Geplafuvirales","Genomoviridae","NULL","NULL","Cressdnaviricota","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",0.000553823,0.999446,"No","lytic","BACPHLIP","No",0,0,"https://portal.nersc.gov/UHGV/votu_reps/UHGV-131/UHGV-1317192",TRUE
"UHGV-1985891","vOTU-152666",12996,"No",47.59,12,93.91,1017,18.18,11,"No",0,0,"Low-quality","15.01","AAI-based","No","Confident",0.9715,3,0,"Virus","7.58",0,1,"vFAM-00001;vOTU-152666","root;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes","geNomad-markers","gene-hits=8; agreement=1","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","NULL","NULL","NULL","NULL","Caudovirales","NULL","NULL","NULL","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae","3","100","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae","PHIST","NULL","1.09861","NULL","NULL",0.85,0.15,"Yes","temperate","integrase","No",1,0,"https://portal.nersc.gov/UHGV/votu_reps/UHGV-198/UHGV-1985891",TRUE
"UHGV-0460729","vOTU-064756",5004,"No",45.66,9,95.5,531,0,11,"No",0,0,"High-quality","98.38","AAI-based","No","Confident",0.982,3,0,"Virus","22.68",7,0,"vFAM-00002;vSUBFAM-00002;vGENUS-01780;vSUBGEN-01043;vOTU-064756","root;Monodnaviria;Sangervirae;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae","top-genome-hit","accession=AE002163; proteomic-score=0.178; lca-rank=family","Monodnaviria","Sangervirae","Phixviricota","Malgrandaviricetes","Petitvirales","Microviridae","NULL","NULL","Microviridae","NULL","NULL","NULL","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Lawsonibacter;s__Lawsonibacter sp900066645","2","100","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Lawsonibacter;s__Lawsonibacter sp900066645","PHIST","NULL","0.0","NULL","0.0",0.188122,0.811878,"No","lytic","BACPHLIP","No",0,0,"https://portal.nersc.gov/UHGV/votu_reps/UHGV-046/UHGV-0460729",TRUE
"UHGV-2235393","vOTU-003782",27708,"No",34.42,38,94.01,685.5,15.38,11,"No",0,0,"Complete","100","DTR","Yes","Confident",0.9814,11,0,"Virus","32.52",11,3,"vFAM-00049;vSUBFAM-00549;vGENUS-02677;vSUBGEN-31946;vOTU-003782","root;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes","geNomad-markers","gene-hits=21; agreement=1","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","NULL","NULL","NULL","NULL","Caudovirales","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__Phocaeicola massiliensis","43","72.09","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae","258","90.7","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae","PHIST","0.599848","0.994421","0.0","0.008087",0.225,0.775,"No","lytic","BACPHLIP","No",0,0,"https://portal.nersc.gov/UHGV/votu_reps/UHGV-223/UHGV-2235393",FALSE
"UHGV-1544157","vOTU-079350",45457,"No",49.05,65,92.56,647.308,3.12,11,"No",2,0,"High-quality","99.18","AAI-based","No","Confident",0.9817,12,0,"Virus","86.16",29,0,"vFAM-00001;vSUBFAM-00114;vGENUS-00207;vSUBGEN-00985;vOTU-079350","root;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes","top-genome-hit","accession=LN681542; proteomic-score=0.117; lca-rank=family","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","NULL","NULL","NULL","NULL","Caudovirales","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales","78","97.44","d__Bacteria;p__Firmicutes_A","69","69.57","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales","CRISPR","2.19426","2.24618","0.313662","0.380482",0.9875,0.0125,"No","temperate","BACPHLIP","Yes",0,0,"https://portal.nersc.gov/UHGV/votu_reps/UHGV-154/UHGV-1544157",FALSE
"UHGV-1981582","vOTU-069107",38106,"No",58.89,59,91.94,593.797,5.17,11,"No",0,0,"High-quality","99.9","AAI-based","No","Confident",0.9735,11,0,"Virus","41.58",11,1,"vFAM-00005;vSUBFAM-00633;vGENUS-02900;vSUBGEN-31970;vOTU-069107","root;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes","top-genome-hit","accession=DQ840344; proteomic-score=0.080; lca-rank=family","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","NULL","NULL","NULL","NULL","Caudovirales","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae","12","100","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Lawsonibacter;s__Lawsonibacter sp900066825","24","95.83","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Lawsonibacter;s__Lawsonibacter sp900066825","PHIST","0.636514","0.173205","0.0","0.0",0.9875,0.0125,"No","temperate","BACPHLIP","No",0,0,"https://portal.nersc.gov/UHGV/votu_reps/UHGV-198/UHGV-1981582",FALSE
"UHGV-1614940","vOTU-115219",10453,"No",33.23,17,81.19,499.235,31.25,11,"No",0,0,"Low-quality","9.85","AAI-based","No","Uncertain",0.7294,1,0,"Uncertain - viral or bacterial","-4.39",1,1,"vFAM-00127;vOTU-115219","root;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes","geNomad-markers","gene-hits=1; agreement=1","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","NULL","NULL","NULL","NULL","Caudovirales","NULL","NULL","NULL","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis","615","89.11","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis","PHIST","NULL","0.401152","NULL","NULL",0.766243,0.233757,"Yes","temperate","integrase","No",0,0,"https://portal.nersc.gov/UHGV/votu_reps/UHGV-161/UHGV-1614940",TRUE
"UHGV-1431461","vOTU-007426",107185,"No",52.45,138,90.69,704.391,9.49,11,"No",0,0,"High-quality","96.72","AAI-based","No","Confident",0.9617,7,0,"Virus","25.6",11,6,"vFAM-00111;vSUBFAM-00351;vGENUS-04287;vSUBGEN-04603;vOTU-007426","root;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes","geNomad-markers","gene-hits=101; agreement=1","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","NULL","NULL","NULL","NULL","Caudovirales","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Barnesiellaceae;g__Barnesiella;s__Barnesiella intestinihominis","24","91.67","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales","1148","99.3","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales","PHIST","0.344598","1.49889","0.0","0.122135",0.9625,0.0375,"No","temperate","BACPHLIP","No",1,0,"https://portal.nersc.gov/UHGV/votu_reps/UHGV-143/UHGV-1431461",FALSE
"UHGV-0387307","vOTU-171496",26663,"No",49.32,40,88.55,590.25,20.51,11,"No",0,0,"Medium-quality","60.75","AAI-based","No","Confident",0.9711,3,0,"Virus","26.71",5,0,"vFAM-00004;vSUBFAM-00135;vOTU-171496","root;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes","geNomad-markers","gene-hits=21; agreement=1","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","NULL","NULL","NULL","NULL","Caudovirales","NULL","NULL","NULL","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Dysosmobacter;s__Dysosmobacter sp014297375","1","100","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Dysosmobacter;s__Dysosmobacter sp014297375","PHIST","NULL","0.0","NULL","0.0",0.9875,0.0125,"No","temperate","BACPHLIP","No",1,0,"https://portal.nersc.gov/UHGV/votu_reps/UHGV-038/UHGV-0387307",TRUE
"UHGV-2141613","vOTU-122349",39803,"No",47.03,44,91.43,827.045,18.6,11,"No",0,0,"Medium-quality","87.48","AAI-based","No","Confident",0.9786,10,1,"Virus","22.03",7,4,"vFAM-00066;vSUBFAM-03655;vGENUS-05569;vOTU-122349","root;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes","geNomad-markers","gene-hits=34; agreement=1","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","NULL","NULL","NULL","NULL","Caudovirales","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides distasonis","21","80.95","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales","517","97.87","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales","PHIST","0.486913","1.539","0.0","0.122135",1,0,"No","temperate","BACPHLIP","No",0,0,"https://portal.nersc.gov/UHGV/votu_reps/UHGV-214/UHGV-2141613",FALSE
"UHGV-2121557","vOTU-127484",28059,"No",47.14,30,94.94,888,13.79,11,"No",0,0,"Medium-quality","67.54","AAI-based","No","Uncertain",0.962,2,0,"Uncertain - plasmid or chromosomal","-0.63",1,3,"vFAM-00028;vSUBFAM-00344;vGENUS-00375;vOTU-127484","root;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes","geNomad-markers","gene-hits=14; agreement=1","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","NULL","NULL","NULL","NULL","Caudovirales","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis","50","92","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis","1928","96.52","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis","PHIST","0.19567","0.11068","NULL","NULL",0.0123899,0.98761,"No","lytic","BACPHLIP","No",0,0,"https://portal.nersc.gov/UHGV/votu_reps/UHGV-212/UHGV-2121557",FALSE
"UHGV-0113564","vOTU-124597",18796,"No",57.43,36,96.02,501.333,0,11,"No",0,0,"Low-quality","43.57","AAI-based","No","Confident",0.9817,5,0,"Virus","46.27",14,0,"vFAM-00027;vSUBFAM-00338;vGENUS-00470;vOTU-124597","root;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes","geNomad-markers","gene-hits=25; agreement=1","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","NULL","NULL","NULL","NULL","Caudovirales","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Flavonifractor;s__Flavonifractor plautii","230","99.57","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Flavonifractor;s__Flavonifractor plautii","253","75.89","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Flavonifractor;s__Flavonifractor plautii","PHIST","0.0279822","0.949426","NULL","NULL",0.0386232,0.961377,"No","lytic","BACPHLIP","No",0,0,"https://portal.nersc.gov/UHGV/votu_reps/UHGV-011/UHGV-0113564",FALSE
"UHGV-1928111","vOTU-106107",68642,"No",51.65,95,88.07,636.316,8.51,11,"No",0,0,"Medium-quality","61.87","AAI-based","No","Uncertain",0.9622,5,0,"Uncertain - plasmid or chromosomal","2.06",4,6,"vFAM-00111;vSUBFAM-00351;vGENUS-05531;vOTU-106107","root;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes","geNomad-markers","gene-hits=66; agreement=1","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","NULL","NULL","NULL","NULL","Caudovirales","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales","4","100","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales","1376","99.27","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales","PHIST","1.03972","1.54757","NULL","NULL",1,0,"Yes","temperate","integrase","No",0,0,"https://portal.nersc.gov/UHGV/votu_reps/UHGV-192/UHGV-1928111",TRUE
"UHGV-2159531","vOTU-015480",30744,"No",62.88,40,95.03,730.425,10.26,11,"No",0,0,"Medium-quality","71.95","AAI-based","No","Confident",0.9346,7,0,"Virus","36.97",10,0,"vFAM-00005;vSUBFAM-02939;vOTU-015480","root;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes","top-genome-hit","accession=MG029511; proteomic-score=0.061; lca-rank=family","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","NULL","NULL","NULL","NULL","Caudovirales","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Flavonifractor;s__Flavonifractor avistercoris","1","100","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Flavonifractor;s__Flavonifractor plautii","566","100","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Flavonifractor;s__Flavonifractor plautii","PHIST","0.0","0.0","0.0","0.0",0.9875,0.0125,"No","temperate","BACPHLIP","No",0,0,"https://portal.nersc.gov/UHGV/votu_reps/UHGV-215/UHGV-2159531",FALSE
